0,1,2,3,4,5,6,7,8
Enterobacter spp. R to ES cephalosporins,WA,6,22,27.3,11.8,48.3,SSI,2012
Enterobacter spp. MDR,WA,0,22,0,0,12.7,SSI,2012
E.coli R to carbapenems,WA,1,62,1.6,0,7.6,SSI,2012
E.coli R to ES cephalosporins,WA,5,66,7.6,2.8,15.9,SSI,2012
E.coli R to fluoroquinolones,WA,20,77,26,17.1,36.6,SSI,2012
E.coli MDR,WA,3,72,4.2,1,10.9,SSI,2012
Klebsiella spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Klebsiella spp. R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Klebsiella spp. MDR,WA,2,20,10,1.7,29.2,SSI,2012
CRE,WA,1,91,1.1,0,5.2,SSI,2012
P. aeruginosa (R+I) to carbapenems,WA,4,33,12.1,3.9,26.6,SSI,2012
P. aeruginosa R to aminoglycosides,WA,1,35,2.9,0.1,13.2,SSI,2012
P. aeruginosa R to ES cephalosporins,WA,2,35,5.7,0.9,17.6,SSI,2012
P. aeruginosa R to fluroquinolones,WA,6,35,17.1,7.2,32.2,SSI,2012
P. aeruginosa R to pip/tazobactam,WA,3,23,13,3.4,31.5,SSI,2012
P. aeruginosa MDR,WA,1,35,2.9,0.1,13.2,SSI,2012
Acinetobacter spp. (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Acinetobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
MRSA,WA,77,231,33.3,27.4,39.6,SSI,2013
MRSA I to vancomycin,WA,0,75,0,0,3.9,SSI,2013
MRSA R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA R to linezolid,WA,0,34,0,0,8.4,SSI,2013
MRSA R to fluoroquinolones,WA,39,54,72.2,59.2,82.9,SSI,2013
CA-MRSA,WA,19,66,28.8,18.8,40.5,SSI,2013
E. faecalis R to vancomycin,WA,1,52,1.9,0,9.1,SSI,2013
E. faecalis R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecium R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecium R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CNS (R+I) to vancomycin,WA,0,42,0,0,6.8,SSI,2013
CNS R to vancomycin,WA,0,42,0,0,6.8,SSI,2013
Enterobacter spp. R to carbapenems,WA,0,27,0,0,10.5,SSI,2013
Enterobacter spp. R to ES cephalosporins,WA,8,34,23.5,11.5,39.8,SSI,2013
Enterobacter spp. MDR,WA,0,34,0,0,8.4,SSI,2013
E.coli R to carbapenems,WA,0,74,0,0,3.9,SSI,2013
E.coli R to ES cephalosporins,WA,13,81,16,9.2,25.2,SSI,2013
E.coli R to fluoroquinolones,WA,29,95,30.5,21.9,40.3,SSI,2013
E.coli MDR,WA,8,94,8.5,4,15.5,SSI,2013
Klebsiella spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Klebsiella spp. R to ES cephalosporins,WA,0,23,0,0,12.2,SSI,2013
Klebsiella spp. MDR,WA,0,25,0,0,11.2,SSI,2013
CRE,WA,0,118,0,0,2.5,SSI,2013
P. aeruginosa (R+I) to carbapenems,WA,1,30,3.3,0.1,15.3,SSI,2013
P. aeruginosa R to aminoglycosides,WA,0,40,0,0,7.2,SSI,2013
P. aeruginosa R to ES cephalosporins,WA,1,40,2.5,0.1,11.7,SSI,2013
P. aeruginosa R to fluroquinolones,WA,2,41,4.9,0.8,15.1,SSI,2013
P. aeruginosa R to pip/tazobactam,WA,1,41,2.4,0.1,11.4,SSI,2013
P. aeruginosa MDR,WA,1,41,2.4,0.1,11.4,SSI,2013
Acinetobacter spp. (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Acinetobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA,WA,80,236,33.9,28,40.1,SSI,2014
MRSA I to vancomycin,WA,1,79,1.3,0,6,SSI,2014
MRSA R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA R to linezolid,WA,0,27,0,0,10.5,SSI,2014
MRSA R to fluoroquinolones,WA,49,60,81.7,70.3,89.9,SSI,2014
CA-MRSA,WA,21,71,29.6,19.8,40.9,SSI,2014
E. faecalis R to vancomycin,WA,0,50,0,0,5.8,SSI,2014
E. faecalis R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecium R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecium R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CNS (R+I) to vancomycin,WA,0,52,0,0,5.5,SSI,2014
CNS R to vancomycin,WA,0,52,0,0,5.5,SSI,2014
Enterobacter spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Enterobacter spp. R to ES cephalosporins,WA,8,25,32,16.1,51.8,SSI,2014
Enterobacter spp. MDR,WA,1,25,4,0.1,18.1,SSI,2014
E.coli R to carbapenems,WA,0,76,0,0,3.8,SSI,2014
E.coli R to ES cephalosporins,WA,11,82,13.4,7.2,22.1,SSI,2014
E.coli R to fluoroquinolones,WA,28,95,29.5,20.9,39.2,SSI,2014
E.coli MDR,WA,4,96,4.2,1.3,9.7,SSI,2014
Klebsiella spp. R to carbapenems,WA,0,22,0,0,12.7,SSI,2014
Klebsiella spp. R to ES cephalosporins,WA,1,30,3.3,0.1,15.3,SSI,2014
Klebsiella spp. MDR,WA,0,37,0,0,7.7,SSI,2014
CRE,WA,0,117,0,0,2.5,SSI,2014
P. aeruginosa (R+I) to carbapenems,WA,1,32,3.1,0.1,14.4,SSI,2014
P. aeruginosa R to aminoglycosides,WA,1,39,2.6,0.1,12,SSI,2014
P. aeruginosa R to ES cephalosporins,WA,3,37,8.1,2.1,20.5,SSI,2014
P. aeruginosa R to fluroquinolones,WA,2,38,5.3,0.8,16.3,SSI,2014
P. aeruginosa R to pip/tazobactam,WA,2,39,5.1,0.8,15.9,SSI,2014
P. aeruginosa MDR,WA,3,39,7.7,1.9,19.5,SSI,2014
Acinetobacter spp. (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Acinetobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA I to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA R* to daptomycin,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA R to linezolid,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA R to fluoroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
CA-MRSA,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
E. faecalis R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecalis R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecium R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecium R* to daptomycin,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
CNS (R+I) to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
CNS R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Enterobacter spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Enterobacter spp. R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Enterobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E.coli R to carbapenems,WA,0,46,0,0,6.3,CAUTI,2011
E.coli R to ES cephalosporins,WA,9,74,12.2,6,21.1,CAUTI,2011
E.coli R to fluoroquinolones,WA,13,79,16.5,9.4,25.8,CAUTI,2011
E.coli MDR,WA,4,70,5.7,1.8,13.2,CAUTI,2011
Klebsiella spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Klebsiella spp. R to ES cephalosporins,WA,3,20,15,3.9,35.6,CAUTI,2011
Klebsiella spp. MDR,WA,1,21,4.8,0.2,21.3,CAUTI,2011
CRE,WA,0,66,0,0,4.4,CAUTI,2011
P. aeruginosa (R+I) to carbapenems,WA,3,21,14.3,3.7,34.1,CAUTI,2011
P. aeruginosa R to aminoglycosides,WA,3,22,13.6,3.5,32.7,CAUTI,2011
P. aeruginosa R to ES cephalosporins,WA,4,22,18.2,6,38.2,CAUTI,2011
P. aeruginosa R to fluroquinolones,WA,7,21,33.3,15.8,55,CAUTI,2011
P. aeruginosa R to pip/tazobactam,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa MDR,WA,7,22,31.8,15.1,53,CAUTI,2011
Acinetobacter spp. (R+I) to carbapenems,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
Acinetobacter spp. MDR,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA I to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA R to linezolid,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
MRSA R to fluoroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CA-MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E. faecalis R to vancomycin,WA,1,22,4.5,0.2,20.4,CAUTI,2012
E. faecalis R* to daptomycin,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
E. faecium R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E. faecium R* to daptomycin,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
CNS (R+I) to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CNS R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. R to carbapenems,WA,1,20,5,0.2,22.2,CAUTI,2012
Enterobacter spp. R to ES cephalosporins,WA,8,25,32,16.1,51.8,CAUTI,2012
Enterobacter spp. MDR,WA,1,25,4,0.1,18.1,CAUTI,2012
E.coli R to carbapenems,WA,0,108,0,0,2.7,CAUTI,2012
E.coli R to ES cephalosporins,WA,17,137,12.4,7.6,18.7,CAUTI,2012
E.coli R to fluoroquinolones,WA,33,150,22,15.9,29.1,CAUTI,2012
E.coli MDR,WA,7,140,5,2.2,9.6,CAUTI,2012
Klebsiella spp. R to carbapenems,WA,0,35,0,0,8.2,CAUTI,2012
Klebsiella spp. R to ES cephalosporins,WA,2,42,4.8,0.8,14.8,CAUTI,2012
Klebsiella spp. MDR,WA,1,43,2.3,0.1,10.9,CAUTI,2012
CRE,WA,1,163,0.6,0,2.9,CAUTI,2012
P. aeruginosa (R+I) to carbapenems,WA,0,28,0,0,10.1,CAUTI,2012
P. aeruginosa R to aminoglycosides,WA,3,37,8.1,2.1,20.5,CAUTI,2012
P. aeruginosa R to ES cephalosporins,WA,2,38,5.3,0.8,16.3,CAUTI,2012
P. aeruginosa R to fluroquinolones,WA,6,36,16.7,7,31.4,CAUTI,2012
P. aeruginosa R to pip/tazobactam,WA,1,28,3.6,0.1,16.3,CAUTI,2012
P. aeruginosa MDR,WA,3,38,7.9,2,19.9,CAUTI,2012
Acinetobacter spp. (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Acinetobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA I to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA R* to daptomycin,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
MRSA R to linezolid,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
MRSA R to fluoroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CA-MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E. faecalis R to vancomycin,WA,1,40,2.5,0.1,11.7,CAUTI,2013
E. faecalis R* to daptomycin,WA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
E. faecium R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E. faecium R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CNS (R+I) to vancomycin,WA,0,21,0,0,13.2,CAUTI,2013
CNS R to vancomycin,WA,0,21,0,0,13.2,CAUTI,2013
Enterobacter spp. R to carbapenems,WA,2,20,10,1.7,29.2,CAUTI,2013
Enterobacter spp. R to ES cephalosporins,WA,7,29,24.1,11.2,42,CAUTI,2013
Enterobacter spp. MDR,WA,2,29,6.9,1.1,20.9,CAUTI,2013
E.coli R to carbapenems,WA,1,143,0.7,0,3.3,CAUTI,2013
E.coli R to ES cephalosporins,WA,18,177,10.2,6.3,15.3,CAUTI,2013
E.coli R to fluoroquinolones,WA,55,214,25.7,20.1,31.8,CAUTI,2013
E.coli MDR,WA,14,216,6.5,3.7,10.3,CAUTI,2013
Klebsiella spp. R to carbapenems,WA,0,44,0,0,6.5,CAUTI,2013
Klebsiella spp. R to ES cephalosporins,WA,2,52,3.8,0.6,12.1,CAUTI,2013
Klebsiella spp. MDR,WA,1,63,1.6,0,7.5,CAUTI,2013
CRE,WA,3,207,1.4,0.3,3.8,CAUTI,2013
P. aeruginosa (R+I) to carbapenems,WA,6,51,11.8,4.9,22.8,CAUTI,2013
P. aeruginosa R to aminoglycosides,WA,4,60,6.7,2.1,15.3,CAUTI,2013
P. aeruginosa R to ES cephalosporins,WA,4,60,6.7,2.1,15.3,CAUTI,2013
P. aeruginosa R to fluroquinolones,WA,12,60,20,11.3,31.5,CAUTI,2013
P. aeruginosa R to pip/tazobactam,WA,1,53,1.9,0,8.9,CAUTI,2013
P. aeruginosa MDR,WA,3,60,5,1.2,13,CAUTI,2013
Acinetobacter spp. (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Acinetobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA I to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA R to linezolid,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA R to fluoroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CA-MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E. faecalis R to vancomycin,WA,0,64,0,0,4.5,CAUTI,2014
E. faecalis R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E. faecium R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E. faecium R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CNS (R+I) to vancomycin,WA,0,21,0,0,13.2,CAUTI,2014
CNS R to vancomycin,WA,0,21,0,0,13.2,CAUTI,2014
Enterobacter spp. R to carbapenems,WA,2,26,7.7,1.3,23.1,CAUTI,2014
Enterobacter spp. R to ES cephalosporins,WA,14,36,38.9,24.1,55.3,CAUTI,2014
Enterobacter spp. MDR,WA,8,33,24.2,11.9,40.8,CAUTI,2014
E.coli R to carbapenems,WA,0,180,0,0,1.6,CAUTI,2014
E.coli R to ES cephalosporins,WA,32,211,15.2,10.7,20.4,CAUTI,2014
E.coli R to fluoroquinolones,WA,59,243,24.3,19.2,29.9,CAUTI,2014
E.coli MDR,WA,16,239,6.7,4,10.4,CAUTI,2014
Klebsiella spp. R to carbapenems,WA,0,59,0,0,4.9,CAUTI,2014
Klebsiella spp. R to ES cephalosporins,WA,6,59,10.2,4.2,19.9,CAUTI,2014
Klebsiella spp. MDR,WA,4,77,5.2,1.6,12,CAUTI,2014
CRE,WA,2,265,0.8,0.1,2.4,CAUTI,2014
P. aeruginosa (R+I) to carbapenems,WA,5,44,11.4,4.2,23.4,CAUTI,2014
P. aeruginosa R to aminoglycosides,WA,2,58,3.4,0.5,10.9,CAUTI,2014
P. aeruginosa R to ES cephalosporins,WA,3,56,5.4,1.3,13.8,CAUTI,2014
P. aeruginosa R to fluroquinolones,WA,9,58,15.5,7.8,26.5,CAUTI,2014
P. aeruginosa R to pip/tazobactam,WA,2,56,3.6,0.6,11.3,CAUTI,2014
P. aeruginosa MDR,WA,2,58,3.4,0.5,10.9,CAUTI,2014
Acinetobacter spp. (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Acinetobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA,WA,11,27,40.7,23.6,59.7,CLABSI,2011
MRSA I to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to linezolid,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to fluoroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CA-MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R to vancomycin,WA,1,21,4.8,0.2,21.3,CLABSI,2011
E. faecalis R* to daptomycin,WA,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
E. faecium R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecium R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CNS (R+I) to vancomycin,WA,0,32,0,0,8.9,CLABSI,2011
CNS R to vancomycin,WA,0,32,0,0,8.9,CLABSI,2011
Enterobacter spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to fluoroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CRE,WA,0,35,0,0,8.2,CLABSI,2011
P. aeruginosa (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to aminoglycosides,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to fluroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to pip/tazobactam,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA,WA,13,37,35.1,21.1,51.3,CLABSI,2012
MRSA I to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to linezolid,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to fluoroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CA-MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R to vancomycin,WA,0,23,0,0,12.2,CLABSI,2012
E. faecalis R* to daptomycin,WA,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
E. faecium R to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecium R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CNS (R+I) to vancomycin,WA,0,35,0,0,8.2,CLABSI,2012
CNS R to vancomycin,WA,0,35,0,0,8.2,CLABSI,2012
Enterobacter spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to fluoroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CRE,WA,0,24,0,0,11.7,CLABSI,2012
P. aeruginosa (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to aminoglycosides,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to ES cephalosporins,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to fluroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to pip/tazobactam,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Acinetobacter spp. (R+I) to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Acinetobacter spp. MDR,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA,WA,17,35,48.6,32.4,64.9,CLABSI,2013
MRSA I to vancomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA R to linezolid,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA R to fluoroquinolones,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
CA-MRSA,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
E. faecalis R to vancomycin,WA,0,32,0,0,8.9,CLABSI,2013
E. faecalis R* to daptomycin,WA,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E. faecium R to vancomycin,WA,19,30,63.3,45.2,78.9,CLABSI,2013
E. faecium R* to daptomycin,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
CNS (R+I) to vancomycin,WA,1,37,2.7,0.1,12.6,CLABSI,2013
CNS R to vancomycin,WA,1,37,2.7,0.1,12.6,CLABSI,2013
Enterobacter spp. R to carbapenems,WA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
