0,1,2,3,4,5,6,7,8
CNS R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Enterobacter spp. R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Enterobacter spp. R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Enterobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli R to fluoroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Klebsiella spp. R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Klebsiella spp. R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Klebsiella spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
CRE,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa (R+I) to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa R to aminoglycosides,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa R to fluroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa R to pip/tazobactam,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Acinetobacter spp. (R+I) to carbapenems,MO,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
Acinetobacter spp. MDR,MO,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
MRSA,MO,57,118,48.3,39.3,57.3,SSI,2012
MRSA I to vancomycin,MO,0,53,0,0,5.4,SSI,2012
MRSA R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
MRSA R to linezolid,MO,0,26,0,0,10.8,SSI,2012
MRSA R to fluoroquinolones,MO,29,43,67.4,52.4,80.1,SSI,2012
CA-MRSA,MO,9,41,22,11.2,36.4,SSI,2012
E. faecalis R to vancomycin,MO,3,37,8.1,2.1,20.5,SSI,2012
E. faecalis R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E. faecium R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E. faecium R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CNS (R+I) to vancomycin,MO,0,25,0,0,11.2,SSI,2012
CNS R to vancomycin,MO,0,25,0,0,11.2,SSI,2012
Enterobacter spp. R to carbapenems,MO,1,22,4.5,0.2,20.4,SSI,2012
Enterobacter spp. R to ES cephalosporins,MO,5,28,17.9,6.8,35.2,SSI,2012
Enterobacter spp. MDR,MO,1,28,3.6,0.1,16.3,SSI,2012
E.coli R to carbapenems,MO,0,52,0,0,5.5,SSI,2012
E.coli R to ES cephalosporins,MO,4,59,6.8,2.1,15.5,SSI,2012
E.coli R to fluoroquinolones,MO,21,81,25.9,17.2,36.2,SSI,2012
E.coli MDR,MO,2,71,2.8,0.4,8.9,SSI,2012
Klebsiella spp. R to carbapenems,MO,0,24,0,0,11.7,SSI,2012
Klebsiella spp. R to ES cephalosporins,MO,2,25,8,1.3,23.9,SSI,2012
Klebsiella spp. MDR,MO,0,30,0,0,9.5,SSI,2012
CRE,MO,1,98,1,0,4.9,SSI,2012
P. aeruginosa (R+I) to carbapenems,MO,2,29,6.9,1.1,20.9,SSI,2012
P. aeruginosa R to aminoglycosides,MO,0,32,0,0,8.9,SSI,2012
P. aeruginosa R to ES cephalosporins,MO,0,31,0,0,9.2,SSI,2012
P. aeruginosa R to fluroquinolones,MO,3,33,9.1,2.3,22.7,SSI,2012
P. aeruginosa R to pip/tazobactam,MO,0,26,0,0,10.8,SSI,2012
P. aeruginosa MDR,MO,2,33,6.1,1,18.6,SSI,2012
Acinetobacter spp. (R+I) to carbapenems,MO,None Tested,(0),Not defined,Not defined,Not defined,SSI,2012
Acinetobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
MRSA,MO,58,131,44.3,35.9,52.8,SSI,2013
MRSA I to vancomycin,MO,0,58,0,0,5,SSI,2013
MRSA R* to daptomycin,MO,1,22,4.5,0.2,20.4,SSI,2013
MRSA R to linezolid,MO,0,29,0,0,9.8,SSI,2013
MRSA R to fluoroquinolones,MO,27,35,77.1,61.1,88.7,SSI,2013
CA-MRSA,MO,11,39,28.2,15.8,43.7,SSI,2013
E. faecalis R to vancomycin,MO,3,39,7.7,1.9,19.5,SSI,2013
E. faecalis R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecium R to vancomycin,MO,10,21,47.6,27.2,68.5,SSI,2013
E. faecium R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CNS (R+I) to vancomycin,MO,1,34,2.9,0.1,13.6,SSI,2013
CNS R to vancomycin,MO,1,34,2.9,0.1,13.6,SSI,2013
Enterobacter spp. R to carbapenems,MO,0,27,0,0,10.5,SSI,2013
Enterobacter spp. R to ES cephalosporins,MO,8,29,27.6,13.7,45.7,SSI,2013
Enterobacter spp. MDR,MO,2,29,6.9,1.1,20.9,SSI,2013
E.coli R to carbapenems,MO,1,72,1.4,0,6.6,SSI,2013
E.coli R to ES cephalosporins,MO,3,75,4,1,10.4,SSI,2013
E.coli R to fluoroquinolones,MO,27,91,29.7,20.9,39.6,SSI,2013
E.coli MDR,MO,2,85,2.4,0.3,7.5,SSI,2013
Klebsiella spp. R to carbapenems,MO,0,30,0,0,9.5,SSI,2013
Klebsiella spp. R to ES cephalosporins,MO,3,35,8.6,2.2,21.5,SSI,2013
Klebsiella spp. MDR,MO,1,35,2.9,0.1,13.2,SSI,2013
CRE,MO,1,129,0.8,0,3.7,SSI,2013
P. aeruginosa (R+I) to carbapenems,MO,1,26,3.8,0.1,17.5,SSI,2013
P. aeruginosa R to aminoglycosides,MO,1,31,3.2,0.1,14.8,SSI,2013
P. aeruginosa R to ES cephalosporins,MO,1,31,3.2,0.1,14.8,SSI,2013
P. aeruginosa R to fluroquinolones,MO,4,31,12.9,4.2,28.2,SSI,2013
P. aeruginosa R to pip/tazobactam,MO,0,31,0,0,9.2,SSI,2013
P. aeruginosa MDR,MO,1,31,3.2,0.1,14.8,SSI,2013
Acinetobacter spp. (R+I) to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Acinetobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA,MO,86,165,52.1,44.4,59.6,SSI,2014
MRSA I to vancomycin,MO,1,83,1.2,0,5.7,SSI,2014
MRSA R* to daptomycin,MO,2,36,5.6,0.9,17.1,SSI,2014
MRSA R to linezolid,MO,1,52,1.9,0,9.1,SSI,2014
MRSA R to fluoroquinolones,MO,44,54,81.5,69.4,90.1,SSI,2014
CA-MRSA,MO,32,69,46.4,34.8,58.1,SSI,2014
E. faecalis R to vancomycin,MO,5,39,12.8,4.8,26.1,SSI,2014
E. faecalis R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecium R to vancomycin,MO,11,22,50,29.7,70.2,SSI,2014
E. faecium R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CNS (R+I) to vancomycin,MO,0,41,0,0,7,SSI,2014
CNS R to vancomycin,MO,0,41,0,0,7,SSI,2014
Enterobacter spp. R to carbapenems,MO,0,39,0,0,7.3,SSI,2014
Enterobacter spp. R to ES cephalosporins,MO,7,38,18.4,8.4,33,SSI,2014
Enterobacter spp. MDR,MO,1,40,2.5,0.1,11.7,SSI,2014
E.coli R to carbapenems,MO,0,79,0,0,3.7,SSI,2014
E.coli R to ES cephalosporins,MO,7,81,8.6,3.8,16.3,SSI,2014
E.coli R to fluoroquinolones,MO,32,109,29.4,21.3,38.4,SSI,2014
E.coli MDR,MO,4,92,4.3,1.3,10.1,SSI,2014
Klebsiella spp. R to carbapenems,MO,0,34,0,0,8.4,SSI,2014
Klebsiella spp. R to ES cephalosporins,MO,4,38,10.5,3.4,23.4,SSI,2014
Klebsiella spp. MDR,MO,0,42,0,0,6.8,SSI,2014
CRE,MO,0,152,0,0,1.9,SSI,2014
P. aeruginosa (R+I) to carbapenems,MO,5,48,10.4,3.9,21.5,SSI,2014
P. aeruginosa R to aminoglycosides,MO,0,63,0,0,4.6,SSI,2014
P. aeruginosa R to ES cephalosporins,MO,0,60,0,0,4.8,SSI,2014
P. aeruginosa R to fluroquinolones,MO,2,62,3.2,0.5,10.2,SSI,2014
P. aeruginosa R to pip/tazobactam,MO,0,53,0,0,5.4,SSI,2014
P. aeruginosa MDR,MO,3,62,4.8,1.2,12.6,SSI,2014
Acinetobacter spp. (R+I) to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Acinetobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA I to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA R to linezolid,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA R to fluoroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
CA-MRSA,MO,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
E. faecalis R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecalis R* to daptomycin,MO,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
E. faecium R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecium R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
CNS (R+I) to vancomycin,MO,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
CNS R to vancomycin,MO,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
Enterobacter spp. R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Enterobacter spp. R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Enterobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E.coli R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E.coli R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E.coli R to fluoroquinolones,MO,7,25,28,13.1,47.6,CAUTI,2011
E.coli MDR,MO,1,21,4.8,0.2,21.3,CAUTI,2011
Klebsiella spp. R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Klebsiella spp. R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Klebsiella spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
CRE,MO,0,21,0,0,13.2,CAUTI,2011
P. aeruginosa (R+I) to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to aminoglycosides,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to fluroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to pip/tazobactam,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Acinetobacter spp. (R+I) to carbapenems,MO,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
Acinetobacter spp. MDR,MO,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA,MO,11,20,55,33.2,75.3,CAUTI,2012
MRSA I to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA R to linezolid,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA R to fluoroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CA-MRSA,MO,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
E. faecalis R to vancomycin,MO,2,31,6.5,1,19.7,CAUTI,2012
E. faecalis R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E. faecium R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E. faecium R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CNS (R+I) to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CNS R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E.coli R to carbapenems,MO,2,100,2,0.3,6.4,CAUTI,2012
E.coli R to ES cephalosporins,MO,8,116,6.9,3.2,12.6,CAUTI,2012
E.coli R to fluoroquinolones,MO,52,163,31.9,25,39.3,CAUTI,2012
E.coli MDR,MO,4,127,3.1,1,7.4,CAUTI,2012
Klebsiella spp. R to carbapenems,MO,1,45,2.2,0.1,10.4,CAUTI,2012
Klebsiella spp. R to ES cephalosporins,MO,7,56,12.5,5.6,23.1,CAUTI,2012
Klebsiella spp. MDR,MO,2,61,3.3,0.5,10.4,CAUTI,2012
CRE,MO,3,154,1.9,0.4,5.2,CAUTI,2012
P. aeruginosa (R+I) to carbapenems,MO,10,42,23.8,12.7,38.3,CAUTI,2012
P. aeruginosa R to aminoglycosides,MO,6,73,8.2,3.3,16.3,CAUTI,2012
P. aeruginosa R to ES cephalosporins,MO,6,72,8.3,3.4,16.5,CAUTI,2012
P. aeruginosa R to fluroquinolones,MO,13,72,18.1,10.4,28.2,CAUTI,2012
P. aeruginosa R to pip/tazobactam,MO,4,42,9.5,3.1,21.3,CAUTI,2012
P. aeruginosa MDR,MO,8,73,11,5.2,19.7,CAUTI,2012
Acinetobacter spp. (R+I) to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Acinetobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA I to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA R to linezolid,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA R to fluoroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CA-MRSA,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E. faecalis R to vancomycin,MO,9,37,24.3,12.5,39.9,CAUTI,2013
E. faecalis R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E. faecium R to vancomycin,MO,18,22,81.8,61.7,93.9,CAUTI,2013
E. faecium R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CNS (R+I) to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CNS R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Enterobacter spp. R to carbapenems,MO,4,27,14.8,4.8,31.9,CAUTI,2013
Enterobacter spp. R to ES cephalosporins,MO,13,31,41.9,25.6,59.6,CAUTI,2013
Enterobacter spp. MDR,MO,7,35,20,9.1,35.6,CAUTI,2013
E.coli R to carbapenems,MO,0,134,0,0,2.2,CAUTI,2013
E.coli R to ES cephalosporins,MO,23,150,15.3,10.2,21.7,CAUTI,2013
E.coli R to fluoroquinolones,MO,76,195,39,32.3,45.9,CAUTI,2013
E.coli MDR,MO,15,170,8.8,5.2,13.8,CAUTI,2013
Klebsiella spp. R to carbapenems,MO,1,58,1.7,0,8.2,CAUTI,2013
Klebsiella spp. R to ES cephalosporins,MO,11,70,15.7,8.5,25.6,CAUTI,2013
Klebsiella spp. MDR,MO,5,84,6,2.2,12.6,CAUTI,2013
CRE,MO,5,219,2.3,0.8,4.9,CAUTI,2013
P. aeruginosa (R+I) to carbapenems,MO,24,76,31.6,21.8,42.6,CAUTI,2013
P. aeruginosa R to aminoglycosides,MO,14,93,15.1,8.8,23.4,CAUTI,2013
P. aeruginosa R to ES cephalosporins,MO,12,92,13,7.2,21.1,CAUTI,2013
P. aeruginosa R to fluroquinolones,MO,29,93,31.2,22.3,41.1,CAUTI,2013
P. aeruginosa R to pip/tazobactam,MO,7,80,8.8,3.9,16.5,CAUTI,2013
P. aeruginosa MDR,MO,22,93,23.7,15.8,33,CAUTI,2013
Acinetobacter spp. (R+I) to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Acinetobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA,MO,9,22,40.9,22.1,61.9,CAUTI,2014
MRSA I to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA R to linezolid,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA R to fluoroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CA-MRSA,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E. faecalis R to vancomycin,MO,9,47,19.1,9.7,32.2,CAUTI,2014
E. faecalis R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E. faecium R to vancomycin,MO,24,31,77.4,60.3,89.5,CAUTI,2014
E. faecium R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CNS (R+I) to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CNS R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Enterobacter spp. R to carbapenems,MO,4,37,10.8,3.5,24,CAUTI,2014
Enterobacter spp. R to ES cephalosporins,MO,16,43,37.2,23.8,52.2,CAUTI,2014
Enterobacter spp. MDR,MO,6,43,14,5.8,26.7,CAUTI,2014
E.coli R to carbapenems,MO,0,184,0,0,1.6,CAUTI,2014
E.coli R to ES cephalosporins,MO,35,199,17.6,12.7,23.3,CAUTI,2014
E.coli R to fluoroquinolones,MO,82,245,33.5,27.7,39.5,CAUTI,2014
E.coli MDR,MO,14,217,6.5,3.7,10.3,CAUTI,2014
Klebsiella spp. R to carbapenems,MO,3,83,3.6,0.9,9.5,CAUTI,2014
Klebsiella spp. R to ES cephalosporins,MO,10,83,12,6.2,20.4,CAUTI,2014
Klebsiella spp. MDR,MO,4,100,4,1.2,9.3,CAUTI,2014
CRE,MO,7,304,2.3,1,4.5,CAUTI,2014
P. aeruginosa (R+I) to carbapenems,MO,16,82,19.5,12,29.1,CAUTI,2014
P. aeruginosa R to aminoglycosides,MO,17,96,17.7,11,26.3,CAUTI,2014
P. aeruginosa R to ES cephalosporins,MO,16,94,17,10.4,25.6,CAUTI,2014
P. aeruginosa R to fluroquinolones,MO,32,96,33.3,24.4,43.2,CAUTI,2014
P. aeruginosa R to pip/tazobactam,MO,14,88,15.9,9.3,24.6,CAUTI,2014
P. aeruginosa MDR,MO,22,96,22.9,15.3,32.1,CAUTI,2014
Acinetobacter spp. (R+I) to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Acinetobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA,MO,18,42,42.9,28.6,58,CLABSI,2011
MRSA I to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to linezolid,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to fluoroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CA-MRSA,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R to vancomycin,MO,2,20,10,1.7,29.2,CLABSI,2011
E. faecalis R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecium R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecium R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CNS (R+I) to vancomycin,MO,0,70,0,0,4.1,CLABSI,2011
CNS R to vancomycin,MO,0,70,0,0,4.1,CLABSI,2011
Enterobacter spp. R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to fluoroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CRE,MO,0,22,0,0,12.7,CLABSI,2011
P. aeruginosa (R+I) to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to aminoglycosides,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to ES cephalosporins,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to fluroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to pip/tazobactam,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. (R+I) to carbapenems,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. MDR,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA,MO,17,35,48.6,32.4,64.9,CLABSI,2012
MRSA I to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to linezolid,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to fluoroquinolones,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CA-MRSA,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R to vancomycin,MO,1,30,3.3,0.1,15.3,CLABSI,2012
E. faecalis R* to daptomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecium R to vancomycin,MO,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
